route_id,service_id,trip_id,trip_headsign,shape_id,block_id
701,1745,2183981:567822:568972,Express - Cataraqui Centre via Downtown,1610,568972
2,1755,2181356:567823:568518,Train Station,1830,568518
16,1755,2192715:567824:568504,St. Lawrence College,1853,568504
16,1746,2203971:567825:568245,St. Lawrence College,1853,568245
501,1745,2182996:567826:568377,Express - Cataraqui Centre via Front/Bayridge,1506,568377
2,1744,2193070:567827:568450,Train Station,1820,568450
602,1744,2193895:567829:568458,Express - Innovation / Highway 15 via CFB,1576,568458
90B,1754,2203451:567830:568244,Loyalist Link - Amherstview,1702,568244
2,1755,2199589:567831:568518,Train Station,1820,568518
602,1744,2193906:567832:568458,Express - Innovation / Highway 15 via CFB,1576,568458
16,1755,2192628:567833:568260,First Canada,1852,568260
602,1745,2183927:567834:568351,Express - Innovation / Highway 15 via CFB,1576,568351
501,1746,2203479:567835:569175,Express - Downtown via Princess St,1117,569175
6,1755,2181532:567836:568432,Saint Lawrence College,1761,568432
16,1744,2193658:567837:568552,First Canada,1852,568552
22,1744,2193613:567838:568296,Innovation / Highway 15,1727,568296
13,1753,2181736:567839:568916,Cataraqui North,1441,568916
13,1758,2181736:567839:569197,Cataraqui North,1441,569197
2,1746,2203637:567840:568454,Train Station,1820,568454
19,1745,2183305:567841:568950,Woodhaven,826,568950
602,1744,2193939:567842:568489,Express - Innovation / Highway 15 via CFB,1576,568489
502,1755,2199514:567843:568373,Express - Cataraqui Centre via Princess,1501,568373
4,1755,2199551:567845:568494,Cataraqui Centre via Princess St,1499,568494
4,1745,2183402:567846:568564,Downtown via Princess St,1169,568564
701,1745,2184050:567847:568309,Express - Cataraqui Centre via Downtown,1610,568309
6,1744,2193340:567848:568402,Saint Lawrence College,1761,568402
1,1755,2181418:567849:568432,St. Lawrence College,1769,568432
6B,1746,2203938:567850:568944,B - Gardiners Centre,1419,568944
7,1755,2181862:567851:568424,Grant Timmins/Dalton via John Counter Blvd,1385,568424
602,1746,2204202:567852:568276,Express - Innovation / Highway 15 via CFB,1576,568276
15,1745,2183459:567853:568443,Centre 70 Park & Ride,1841,568443
6,1755,2181454:567854:568283,Cataraqui Centre,1781,568283
502,1745,2183337:567855:568434,Express - Downtown via Bayridge/Front,1516,568434
2,1755,2199590:567856:568419,B - Bus Terminal,1570,568419
701,1755,2182048:567857:568892,Express - Cataraqui Centre via Brock/Bath,1377,568892
702,1755,2182225:567858:568925,Express - King's Crossing via Division,1584,568925
19,1746,2204000:567859:568420,Woodhaven,826,568420
801,1746,2204113:567860:568944,Express - Cataraqui Centre via Brock/Bath,1468,568944
6,1759,2193378:567861:569187,Cataraqui Centre,1781,569187
16,1753,2192640:567862:568970,First Canada,1852,568970
16,1758,2192640:567862:569196,First Canada,1852,569196
501,1753,2199387:567863:568923,Express - Cataraqui Centre via Front/Bayridge,1506,568923
501,1758,2199387:567863:569185,Express - Cataraqui Centre via Front/Bayridge,1506,569185
801,1745,2183713:567865:568978,Express - Cataraqui Centre via Brock/Bath,1468,568978
4,1744,2193508:567866:568464,Cataraqui Centre via Princess St,1502,568464
16,1746,2203963:567867:568245,First Canada,1849,568245
502,1744,2192831:567868:568521,Express - Cataraqui Centre via Princess,1501,568521
31,1746,2203689:567869:568486,Providence Care Hospital,1763,568486
701,1745,2183780:567870:568936,Express - Cataraqui Centre via Brock/Bath,1377,568936
7,1755,2181702:567872:568956,Cataraqui Centre,1418,568956
502,1753,2199530:567873:568976,Express - Cataraqui Centre via Princess,1501,568976
502,1758,2199530:567873:569183,Express - Cataraqui Centre via Princess,1501,569183
502,1746,2203588:567874:568250,Express - Downtown via Bayridge/Front,1516,568250
10,1746,2204091:567875:568409,Amherstview,1362,568409
15,1744,2193457:567876:568528,Cataraqui Centre,1858,568528
701,1744,2193182:567877:568903,Express - Cataraqui Centre via Downtown,1610,568903
10,1746,2204105:567878:568409,Cataraqui Centre,1396,568409
602,1755,2182321:567879:568390,Express - Innovation / Highway 15 via CFB,1566,568390
701,1745,2183985:567880:568967,Express - Cataraqui Centre via Downtown,1610,568967
801,1755,2182175:567881:568894,Express - Cataraqui Centre via Brock/Bath,1468,568894
502,1755,2199545:567882:568951,Express - Cataraqui Centre via Princess,1501,568951
2,1744,2193052:567883:568569,Division Street,1784,568569
15,1755,2181585:567884:568447,Centre 70 Park & Ride,1841,568447
701,1755,2182014:567885:568914,Express - Cataraqui Centre via Brock/Bath,1377,568914
501,1746,2203502:567886:568944,Express - Downtown via Princess St,1117,568944
701,1746,2204139:567887:568935,Express - Cataraqui Centre via Brock/Bath,1377,568935
16,1744,2193592:567888:568552,St. Lawrence College,1853,568552
22,1744,2193623:567889:568267,Innovation / Highway 15,1727,568267
701,1744,2193157:567890:568985,Express - Cataraqui Centre via Downtown,1610,568985
502,1755,2199493:567891:568951,Express - Downtown via Bayridge/Front,1516,568951
701,1745,2183727:567892:568907,Express - Cataraqui Centre via Brock/Bath,1377,568907
7,1755,2181859:567893:568260,Grant Timmins/Dalton via John Counter Blvd,1385,568260
501,1745,2183002:567894:568306,Express - Cataraqui Centre via Front/Bayridge,1506,568306
N1,1744,2194417:567895:568240,Princess / Midland,1829,568240
19,1759,2193492:567896:569212,Cataraqui Centre,1300,569212
701,1744,2193241:567897:568947,Express - Cataraqui Centre via Brock/Bath,1377,568947
702,1755,2182207:567898:568913,Express - King's Crossing via Division,1584,568913
19,1746,2203999:567899:568446,Woodhaven,826,568446
502,1746,2203558:567900:568554,Express - Cataraqui Centre via Princess,1501,568554
N1,1753,2199602:567901:568355,Princess / Midland,1829,568355
N1,1758,2199602:567901:569192,Princess / Midland,1829,569192
801,1746,2204138:567902:568935,Express - Cataraqui Centre via Brock/Bath,1468,568935
4,1746,2203827:567903:568446,Cataraqui Centre via Princess St,1499,568446
4,1755,2199410:567904:568323,Downtown via Princess St,1169,568323
601,1746,2204248:567905:568322,Express - Queen's/KGH via CFB Kingston,1832,568322
4,1753,2199562:567906:568960,Cataraqui Centre via Princess St,1499,568960
4,1758,2199562:567906:569214,Cataraqui Centre via Princess St,1499,569214
702,1746,2204395:567907:568979,Express - King's Crossing via Division,1584,568979
19,1744,2193502:567908:568528,Woodhaven,826,568528
N1,1744,2194413:567909:568402,Princess / Midland,1829,568402
32,1745,2183222:567910:568396,St. Lawrence College,1773,568396
32,1744,2192983:567911:568290,St. Lawrence College,1773,568290
501,1745,2183026:567912:568306,Express - Downtown via Princess St,1117,568306
501,1755,2199340:567913:568361,Express - Cataraqui Centre via Front/Bayridge,1506,568361
16,1744,2193657:567914:568267,First Canada,1852,568267
2,1755,2199588:567916:568414,Train Station,1820,568414
14,1746,2204058:567918:569175,Cataraqui North,1390,569175
4,1746,2203825:567919:568926,Cataraqui Centre via Princess St,1499,568926
7,1744,2193737:567920:568528,Grant Timmins/Dalton via John Counter Blvd,1385,568528
602,1755,2182320:567921:568504,Express - Innovation / Highway 15 via CFB,1566,568504
4,1744,2194025:567922:568503,Downtown via Princess St,1169,568503
11,1746,2203764:567923:569188,Cataraqui Centre,1859,569188
701,1746,2204264:567925:568905,Express - Cataraqui Centre via Downtown,1610,568905
10,1755,2181669:567926:568300,Amherstview,1362,568300
801,1755,2182167:567927:568951,Express - Cataraqui Centre via Brock/Bath,1468,568951
16,1744,2193590:567928:568296,St. Lawrence College,1853,568296
14,1755,2181762:567929:568400,Cataraqui North,1390,568400
701,1746,2204373:567930:568926,Express - Cataraqui Centre via Downtown,1610,568926
701,1746,2204275:567931:568905,Express - Cataraqui Centre via Downtown,1610,568905
22,1744,2193637:567932:568552,First Canada via MacCauley,1443,568552
10,1744,2193808:567934:568533,Amherstview,1362,568533
90B,1754,2203459:567935:568407,Loyalist Link - Bath,1692,568407
10,1755,2181692:567936:568300,Cataraqui Centre,1396,568300
702,1744,2193167:567937:568911,Express - King's Crossing via Division,1584,568911
802,1746,2204144:567938:568935,Express - Montreal Street Park & Ride,1312,568935
1,1744,2193283:567940:568290,Montreal Street,1778,568290
4,1746,2203806:567941:568516,Cataraqui Centre via Princess St,1499,568516
2,1745,2183195:567942:568438,Division Street,1784,568438
4,1746,2203841:567943:568562,Downtown via Princess St,1169,568562
501,1744,2192851:567944:569000,Express - Downtown via Princess St,1117,569000
16,1755,2192742:567945:568502,St. Lawrence College,1853,568502
502,1744,2192838:567946:568395,Express - Cataraqui Centre via Princess,1501,568395
19,1746,2203785:567948:568946,Cataraqui Centre,1300,568946
1,1744,2193306:567949:568497,Montreal Street,1778,568497
19,1759,2193505:567950:569177,Woodhaven,826,569177
7,1744,2193735:567951:568503,Grant Timmins/Dalton via John Counter Blvd,1385,568503
16,1744,2193674:567952:568296,First Canada,1852,568296
10,1744,2193804:567953:568533,Amherstview,1362,568533
602,1745,2183873:567954:568348,Express - Innovation / Highway 15 via CFB,1576,568348
22,1745,2183445:567955:568964,Innovation / Highway 15,1727,568964
10,1745,2183702:567956:568385,Cataraqui Centre,1396,568385
702,1745,2184068:567957:568980,Express - King's Crossing via Division,1584,568980
12,1753,2182294:567958:568933,St. Lawrence College,1762,568933
12,1758,2182294:567958:569215,St. Lawrence College,1762,569215
602,1744,2193894:567959:568458,Express - Innovation / Highway 15 via CFB,1576,568458
7B,1746,2204063:567960:568537,Bus Terminal,1380,568537
19,1746,2203846:567961:568237,Woodhaven,826,568237
22,1755,2192659:567963:568260,Innovation / Highway 15,1727,568260
2,1744,2193089:567964:568471,Train Station,1820,568471
601,1755,2182342:567965:568520,Express - Queen's/KGH via CFB Kingston,1833,568520
7,1746,2204023:567966:568292,Grant Timmins/Dalton via John Counter Blvd,1385,568292
2,1746,2203630:567967:568399,Train Station,1820,568399
15,1755,2181633:567968:568487,Cataraqui Centre,1858,568487
22,1760,2183584:567969:569200,A - Innovation / Highway 15,1725,569200
6,1746,2203940:567970:568949,Cataraqui Centre,1721,568949
14,1753,2181754:567971:568970,Cataraqui North,1390,568970
14,1758,2181754:567971:569196,Cataraqui North,1390,569196
19,1755,2181120:567972:568261,Woodhaven,826,568261
701,1746,2204265:567973:568905,Express - Cataraqui Centre via Brock/Bath,1377,568905
7,1753,2181716:567975:568916,Grant Timmins/Dalton via John Counter Blvd,1385,568916
7,1758,2181716:567975:569197,Grant Timmins/Dalton via John Counter Blvd,1385,569197
19,1746,2203986:567976:569002,Woodhaven,826,569002
16,1755,2192734:567978:568948,St. Lawrence College,1853,568948
502,1744,2192836:567979:568395,Express - Cataraqui Centre via Princess,1501,568395
22,1755,2192703:567980:568422,First Canada via MacCauley,1443,568422
4,1755,2199430:567981:568478,Downtown via Princess St,1170,568478
16,1744,2193586:567982:568552,St. Lawrence College,1853,568552
701,1746,2204314:567983:568946,Express - Cataraqui Centre via Brock/Bath,1377,568946
502,1746,2203559:567984:568321,Express - Cataraqui Centre via Princess,1501,568321
702,1755,2199834:567985:568990,Express - King's Crossing via Division,1584,568990
16,1744,2193595:567986:568552,St. Lawrence College,1853,568552
12,1755,2182307:567987:568504,B - Downtown,1783,568504
501,1755,2199299:567988:568373,Express - Downtown via Princess St,1117,568373
31,1745,2183199:567989:568308,Providence Care Hospital,1763,568308
7,1755,2181866:567990:568365,Grant Timmins/Dalton via John Counter Blvd,1385,568365
701,1746,2204294:567991:568470,Express - Cataraqui Centre via Downtown,1610,568470
501,1746,2203482:567992:568944,Express - Downtown via Princess St,1117,568944
501,1753,2199339:567993:568945,Express - Cataraqui Centre via Front/Bayridge,1506,568945
501,1758,2199339:567993:569182,Express - Cataraqui Centre via Front/Bayridge,1506,569182
13,1746,2204472:567994:568554,Cataraqui North,1441,568554
6,1755,2181474:567995:568361,Cataraqui Centre,1781,568361
32,1746,2203695:567996:568486,St. Lawrence College,1773,568486
22,1755,2192658:567998:568374,Innovation / Highway 15,1727,568374
22,1760,2183482:567999:569203,First Canada via MacCauley,1443,569203
802,1745,2183716:568000:568995,Express - Montreal Street Park & Ride,1312,568995
601,1745,2183886:568001:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
19,1746,2203983:568002:569002,Cataraqui Centre,1300,569002
10,1753,2181662:568003:568355,Amherstview,1362,568355
10,1758,2181662:568003:569192,Amherstview,1362,569192
22,1753,2192692:568004:568891,First Canada via MacCauley,1443,568891
22,1758,2192692:568004:569207,First Canada via MacCauley,1443,569207
32,1746,2203702:568006:568239,St. Lawrence College,1773,568239
1,1746,2203741:568007:568486,St. Lawrence College,1769,568486
16,1760,2183512:568008:569180,First Canada,1849,569180
4,1745,2195077:568009:568564,Downtown via Princess St,1170,568564
4,1745,2183339:568010:568499,Downtown via Princess St,1169,568499
602,1755,2182331:568013:568894,Express - Innovation / Highway 15 via CFB,1566,568894
701,1746,2204151:568014:568997,Express - Cataraqui Centre via Brock/Bath,1377,568997
19,1745,2183320:568015:568959,Woodhaven,826,568959
19,1744,2193483:568016:568920,Cataraqui Centre,1300,568920
501,1744,2192890:568017:568521,Express - Downtown via Princess St,1117,568521
1,1744,2193286:568018:568290,St. Lawrence College,1769,568290
701,1753,2182045:568019:568994,Express - Cataraqui Centre via Brock/Bath,1377,568994
701,1758,2182045:568019:569201,Express - Cataraqui Centre via Brock/Bath,1377,569201
701,1755,2182018:568020:568990,Express - Cataraqui Centre via Brock/Bath,1377,568990
501,1753,2199327:568021:568992,Express - Downtown via Princess St,1117,568992
501,1758,2199327:568021:569211,Express - Downtown via Princess St,1117,569211
801,1753,2182181:568023:568994,Express - Cataraqui Centre via Brock/Bath,1468,568994
801,1758,2182181:568023:569201,Express - Cataraqui Centre via Brock/Bath,1468,569201
502,1755,2199454:568024:568547,Express - Downtown via Bayridge/Front,1516,568547
31,1744,2192967:568025:568477,B - Kingston Centre,1790,568477
15,1746,2203925:568026:568346,Centre 70 Park & Ride,1841,568346
7,1746,2204453:568027:569188,Cataraqui Centre,1569,569188
19,1745,2183533:568029:568932,Woodhaven,826,568932
701,1745,2184029:568030:568980,Express - Cataraqui Centre via Downtown,1610,568980
4,1744,2194035:568031:568566,Downtown via Princess St,1169,568566
1,1755,2181411:568033:568447,St. Lawrence College,1769,568447
501,1745,2183025:568034:568263,Express - Downtown via Princess St,1117,568263
4,1753,2199406:568035:568976,Downtown via Princess St,1169,568976
4,1758,2199406:568035:569183,Downtown via Princess St,1169,569183
802,1744,2193869:568036:568886,Express - Montreal Street Park & Ride,1312,568886
502,1759,2192922:568037:569206,Express - Downtown via Bayridge/Front,1516,569206
6,1755,2181457:568038:568259,Cataraqui Centre,1781,568259
701,1745,2183740:568039:568995,Express - Cataraqui Centre via Brock/Bath,1377,568995
502,1745,2183088:568040:568326,Express - Downtown via Bayridge/Front,1516,568326
1,1746,2203710:568041:568486,Montreal Street,1778,568486
6,1755,2181460:568042:568894,Cataraqui Centre,1781,568894
2,1744,2193083:568043:568417,Division Street,1784,568417
502,1755,2199448:568044:568373,Express - Downtown via Bayridge/Front,1516,568373
502,1745,2183083:568045:568326,Express - Downtown via Bayridge/Front,1516,568326
22,1744,2193859:568046:568296,A - First Canada,1438,568296
2,1746,2203623:568047:568399,Train Station,1820,568399
4,1745,2183524:568048:568915,Cataraqui Centre via Princess St,1499,568915
701,1753,2182037:568049:568992,Express - Cataraqui Centre via Brock/Bath,1377,568992
701,1758,2182037:568049:569211,Express - Cataraqui Centre via Brock/Bath,1377,569211
10,1753,2181677:568050:568355,Cataraqui Centre,1396,568355
10,1758,2181677:568050:569192,Cataraqui Centre,1396,569192
502,1744,2192834:568051:568521,Express - Cataraqui Centre via Princess,1501,568521
1,1755,2181395:568053:568422,St. Lawrence College,1769,568422
15,1753,2181621:568054:568958,Cataraqui Centre,1858,568958
15,1758,2181621:568054:569204,Cataraqui Centre,1858,569204
1,1755,2181412:568055:568328,St. Lawrence College,1769,568328
2,1746,2204436:568056:568453,B - Bus Terminal,1570,568453
802,1746,2204174:568057:568991,Express - Montreal Street Park & Ride,1312,568991
15,1755,2181622:568058:568447,Cataraqui Centre,1858,568447
16,1755,2192622:568059:568432,First Canada,1852,568432
31,1744,2192988:568060:568290,Providence Care Hospital,1763,568290
6B,1745,2183471:568061:568564,B - Gardiners Centre,1419,568564
19,1745,2183311:568062:568915,Woodhaven,826,568915
501,1753,2199293:568063:568945,Express - Downtown via Princess St,1117,568945
501,1758,2199293:568063:569182,Express - Downtown via Princess St,1117,569182
702,1746,2204370:568064:568921,Express - King's Crossing via Division,1584,568921
701,1744,2193142:568066:568911,Express - Cataraqui Centre via Downtown,1610,568911
802,1755,2182150:568067:568948,Express - Montreal Street Park & Ride,1312,568948
4,1759,2193549:568068:569195,Cataraqui Centre via Princess St,1499,569195
2,1746,2203663:568069:568453,Train Station,1820,568453
7B,1746,2204067:568070:568463,Bus Terminal,1384,568463
10,1744,2193820:568071:568533,Amherstview,1362,568533
16,1746,2203969:568072:568516,St. Lawrence College,1853,568516
10,1746,2204100:568073:568409,Cataraqui Centre,1396,568409
11,1753,2181505:568074:568891,Cataraqui Centre,1854,568891
11,1758,2181505:568074:569207,Cataraqui Centre,1854,569207
801,1744,2193882:568075:569000,Express - Cataraqui Centre via Brock/Bath,1468,569000
12,1755,2182397:568076:568432,St. Lawrence College,1825,568432
1,1744,2193318:568077:568513,Montreal Street,1778,568513
6,1745,2183478:568078:568377,Cataraqui Centre,1721,568377
7,1744,2193700:568079:568503,Cataraqui Centre,1418,568503
4,1755,2199560:568080:568369,Cataraqui Centre via Princess St,1499,568369
2,1755,2181330:568081:568381,Division Street,1784,568381
14,1759,2193746:568082:569187,Cataraqui North,1390,569187
701,1753,2182031:568083:568958,Express - Cataraqui Centre via Brock/Bath,1377,568958
701,1758,2182031:568083:569204,Express - Cataraqui Centre via Brock/Bath,1377,569204
501,1759,2192822:568084:569193,Express - Cataraqui Centre via Front/Bayridge,1506,569193
2B,1746,2203826:568085:568969,Downtown,1558,568969
7,1746,2204022:568086:568346,Grant Timmins/Dalton via John Counter Blvd,1385,568346
15,1746,2203924:568089:568292,Centre 70 Park & Ride,1841,568292
7B,1745,2183676:568091:568318,Bus Terminal,1417,568318
502,1746,2203604:568092:568562,Express - Cataraqui Centre via Princess,1501,568562
16,1744,2193655:568093:568552,First Canada,1852,568552
602,1744,2193933:568095:568489,Express - Innovation / Highway 15 via CFB,1576,568489
701,1755,2182206:568096:568943,Express - Cataraqui Centre via Downtown,1610,568943
16,1744,2193666:568097:568552,First Canada,1852,568552
10,1746,2204094:568098:568409,Amherstview,1362,568409
12,1755,2182291:568099:568520,St. Lawrence College,1762,568520
16,1744,2193583:568100:568296,St. Lawrence College,1853,568296
N1,1753,2199592:568101:568958,Princess / Midland,1829,568958
N1,1758,2199592:568101:569204,Princess / Midland,1829,569204
14,1744,2193747:568102:568329,Cataraqui North,1390,568329
601,1755,2182339:568103:568390,A - Express - Queen's/KGH via Highway 15,1835,568390
7,1745,2183583:568104:568451,Cataraqui Centre,1418,568451
1,1744,2193279:568105:568290,Montreal Street,1778,568290
7,1755,2181863:568106:568502,Grant Timmins/Dalton via John Counter Blvd,1385,568502
502,1745,2183388:568107:568932,Express - Downtown via Bayridge/Front,1516,568932
602,1744,2193902:568108:568458,Express - Innovation / Highway 15 via CFB,1576,568458
502,1755,2199544:568110:568487,Express - Cataraqui Centre via Princess,1501,568487
502,1745,2183104:568111:568287,Express - Downtown via Bayridge/Front,1516,568287
15,1755,2181608:568112:568361,Centre 70 Park & Ride,1841,568361
13,1755,2182383:568113:568568,Cataraqui North,1441,568568
1,1744,2193271:568114:568330,St. Lawrence College,1769,568330
501,1755,2199333:568116:568925,Express - Cataraqui Centre via Front/Bayridge,1506,568925
22,1746,2204046:568117:568245,A - Innovation / Highway 15,1725,568245
701,1744,2193884:568118:568989,Express - Cataraqui Centre via Brock/Bath,1377,568989
16,1755,2192713:568119:568400,St. Lawrence College,1853,568400
501,1746,2203840:568120:568562,Express - Cataraqui Centre via Front/Bayridge,1506,568562
32,1744,2192991:568121:568290,St. Lawrence College,1774,568290
15,1744,2193438:568122:568485,Centre 70 Park & Ride,1841,568485
15,1744,2193451:568123:568528,Centre 70 Park & Ride,1841,568528
6,1746,2203911:568124:568944,Cataraqui Centre,1721,568944
15,1746,2203920:568125:568292,Centre 70 Park & Ride,1841,568292
4,1746,2203773:568126:568942,Downtown via Princess St,1169,568942
602,1744,2193955:568127:568489,Express - Innovation / Highway 15 via CFB,1576,568489
502,1745,2183113:568130:568306,Express - Downtown via Bayridge/Front,1516,568306
701,1755,2182059:568133:568943,Express - Cataraqui Centre via Brock/Bath,1377,568943
19,1744,2193473:568134:568464,Cataraqui Centre,1300,568464
13,1746,2204477:568136:568944,Cataraqui North,1441,568944
2,1744,2193104:568137:568417,Division Street,1784,568417
701,1755,2182198:568139:568902,Express - Cataraqui Centre via Downtown,1610,568902
90A,1754,2203446:568140:568366,Loyalist Link - Odessa,1690,568366
701,1755,2182182:568141:568990,Express - Cataraqui Centre via Downtown,1610,568990
19,1746,2203998:568142:569002,Woodhaven,826,569002
701,1755,2199610:568143:568336,Express - Cataraqui Centre via Downtown,1610,568336
502,1746,2203877:568145:568934,Express - Downtown via Bayridge/Front,1516,568934
31,1746,2203679:568146:568341,Providence Care Hospital,1763,568341
7,1759,2193719:568147:569181,Grant Timmins/Dalton via John Counter Blvd,1385,569181
502,1744,2194549:568148:568395,Express - Cataraqui Centre via Princess,1501,568395
1,1744,2193299:568149:568383,Montreal Street,1778,568383
32,1746,2203701:568150:568486,St. Lawrence College,1773,568486
801,1744,2193881:568151:568989,Express - Cataraqui Centre via Brock/Bath,1468,568989
10,1746,2204093:568152:568409,Cataraqui Centre,1396,568409
1,1755,2181417:568153:568260,St. Lawrence College,1769,568260
19,1744,2193497:568154:568295,Cataraqui Centre,1300,568295
701,1745,2184062:568156:568988,Express - Cataraqui Centre via Brock/Bath,1377,568988
4,1755,2199427:568157:568478,Downtown via Princess St,1170,568478
801,1755,2182168:568158:568910,Express - Cataraqui Centre via Brock/Bath,1468,568910
502,1744,2194556:568159:568402,Express - Cataraqui Centre via Princess,1501,568402
2,1746,2203631:568160:568399,Division Street,1784,568399
501,1755,2199346:568161:568361,Express - Cataraqui Centre via Front/Bayridge,1506,568361
801,1744,2193250:568162:568886,Express - Cataraqui Centre via Brock/Bath,1468,568886
1,1755,2181403:568163:568374,St. Lawrence College,1769,568374
19,1755,2181194:568164:568328,Cataraqui Centre,974,568328
701,1746,2204282:568165:568912,Express - Cataraqui Centre via Brock/Bath,1377,568912
501,1745,2183010:568166:568377,Express - Cataraqui Centre via Front/Bayridge,1506,568377
32,1753,2181079:568167:568923,St. Lawrence College,1773,568923
32,1758,2181079:568167:569185,St. Lawrence College,1773,569185
7,1745,2184179:568168:568915,Cataraqui Centre,1569,568915
4,1755,2199407:568169:568429,Downtown via Princess St,1169,568429
502,1745,2183393:568170:568915,Express - Downtown via Bayridge/Front,1516,568915
802,1744,2193030:568172:568886,Express - Montreal Street Park & Ride,1312,568886
602,1746,2204238:568173:568322,Express - Innovation / Highway 15 via CFB,1576,568322
502,1746,2203575:568174:568463,Express - Cataraqui Centre via Princess,1501,568463
502,1746,2203576:568175:568463,Express - Downtown via Bayridge/Front,1516,568463
702,1759,2193187:568176:569212,Express - King's Crossing via Division,1584,569212
802,1746,2204146:568177:568938,Express - Montreal Street Park & Ride,1312,568938
4,1753,2199399:568178:568960,Downtown via Princess St,1169,568960
4,1758,2199399:568178:569214,Downtown via Princess St,1169,569214
2,1746,2203635:568179:568454,Train Station,1823,568454
14,1753,2181750:568180:568465,Cataraqui North,1390,568465
14,1758,2181750:568180:569213,Cataraqui North,1390,569213
502,1755,2199450:568181:568956,Express - Downtown via Bayridge/Front,1516,568956
501,1745,2183338:568182:568499,Express - Cataraqui Centre via Front/Bayridge,1506,568499
11,1759,2193413:568183:569193,Cataraqui Centre,1859,569193
19,1759,2193486:568184:569187,Cataraqui Centre,1300,569187
701,1745,2183709:568185:568978,Express - Cataraqui Centre via Brock/Bath,1377,568978
702,1745,2184065:568186:568980,Express - King's Crossing via Division,1584,568980
19,1744,2193831:568187:568436,Woodhaven,826,568436
2,1744,2194605:568188:568450,B - Bus Terminal,1570,568450
31,1744,2192997:568189:568383,Providence Care Hospital,1763,568383
6,1745,2183477:568191:568932,Cataraqui Centre,1721,568932
701,1755,2182188:568192:568990,Express - Cataraqui Centre via Downtown,1610,568990
501,1746,2203821:568193:568238,Express - Cataraqui Centre via Front/Bayridge,1506,568238
502,1746,2203856:568194:568949,Express - Downtown via Bayridge/Front,1516,568949
16,1755,2192634:568195:568894,First Canada,1852,568894
22,1755,2192666:568196:568532,Innovation / Highway 15,1727,568532
4,1755,2199422:568197:568954,Downtown via Princess St,1169,568954
501,1755,2199309:568198:569001,Express - Downtown via Princess St,1117,569001
31,1745,2183201:568199:568396,Providence Care Hospital,1763,568396
502,1745,2183107:568200:568287,Express - Downtown via Bayridge/Front,1516,568287
501,1755,2199385:568201:568954,Express - Cataraqui Centre via Front/Bayridge,1506,568954
501,1755,2199300:568202:568429,Express - Downtown via Princess St,1117,568429
15,1746,2203891:568203:568249,Cataraqui Centre,1842,568249
701,1745,2183749:568204:568978,Express - Cataraqui Centre via Brock/Bath,1377,568978
702,1745,2183992:568205:568972,Express - King's Crossing via Division,1584,568972
7,1759,2193723:568207:569205,Grant Timmins/Dalton via John Counter Blvd,1385,569205
15,1744,2193459:568208:568485,Cataraqui Centre,1858,568485
6,1759,2193368:568211:569177,Cataraqui Centre,1781,569177
602,1755,2182356:568212:568350,A - Express - Innovation / Highway 15,1574,568350
12,1755,2182388:568214:568422,St. Lawrence College,1825,568422
2,1755,2181342:568215:568381,Division Street,1784,568381
31,1745,2183204:568216:568396,Providence Care Hospital,1763,568396
701,1755,2182243:568217:568892,Express - Cataraqui Centre via Downtown,1610,568892
502,1744,2192937:568218:568982,Express - Downtown via Bayridge/Front,1516,568982
32,1746,2203693:568219:568239,St. Lawrence College,1773,568239
10,1745,2183690:568221:568385,Cataraqui Centre,1396,568385
801,1753,2182177:568222:568931,Express - Cataraqui Centre via Brock/Bath,1468,568931
6,1753,2181462:568223:568992,Saint Lawrence College,1761,568992
6,1758,2181462:568223:569211,Saint Lawrence College,1761,569211
10,1744,2193811:568224:568533,Cataraqui Centre,1396,568533
701,1745,2183768:568225:568936,Express - Cataraqui Centre via Brock/Bath,1377,568936
502,1755,2199525:568226:568925,Express - Cataraqui Centre via Princess,1501,568925
1,1755,2181374:568228:568354,St. Lawrence College,1769,568354
801,1745,2183721:568230:568995,Express - Cataraqui Centre via Brock/Bath,1468,568995
601,1744,2193912:568231:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
1,1746,2203726:568233:568486,St. Lawrence College,1769,568486
702,1745,2184112:568574:568978,B - Express - Downtown,1862,568978
702,1744,2193994:568577:568886,B - Express - Downtown,1862,568886
702,1745,2184115:568578:568995,B - Express - Downtown,1862,568995
702,1746,2204432:568579:568938,B - Express - Downtown,1862,568938
702,1755,2182121:568580:568948,B - Express - Downtown,1862,568948
702,1744,2193226:568581:568911,Express - King's Crossing via Downtown,1863,568911
11,1753,2181516:568582:568976,Train Station,1865,568976
702,1746,2204391:568583:568997,Express - King's Crossing via Downtown,1863,568997
702,1755,2182093:568584:568943,Express - King's Crossing via Downtown,1863,568943
702,1755,2182092:568585:568897,Express - King's Crossing via Downtown,1863,568897
702,1759,2193213:568586:569195,Express - King's Crossing via Downtown,1863,569195
702,1753,2182123:568587:568994,B - Express - Downtown,1862,568994
702,1758,2182123:568587:569201,B - Express - Downtown,1862,569201
702,1745,2183961:568588:568932,Express - King's Crossing via Downtown,1863,568932
702,1755,2182075:568589:568990,Express - King's Crossing via Downtown,1863,568990
702,1745,2184113:568590:568995,B - Express - Downtown,1862,568995
702,1745,2184118:568591:568978,B - Express - Downtown,1862,568978
702,1744,2193201:568592:568930,Express - King's Crossing via Downtown,1863,568930
